Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Inventors,Patent office,Application number,Patent number,Conference,Institution,Book,Source
Robust Max Entrywise Error Bounds for Sparse Tensor Estimation via Similarity Based Collaborative Filtering,"J Jaldén, B Ottersten, JH Sung, JR Barry, JH Cho, R Madan, D Shah, O Lévêque, AS Cohen, R Zamir, YH Kim, O Shental, N Shental, S Shamai, I Kanter, AJ Weiss, Y Weiss, M Chertkov, MG Stepanov, F Fagnani, H Gluesing-Luerssen, G Schneider, E Rosnes, N Sommer, M Feder, O Shalvi",,,,,,"APRIL 2008 VOLUME 54 NUMBER 4 IETTAW (ISSN 0018-9448) PAPERS MIMO Communications T. Holliday, AJ Goldsmith, and HV Poor Jo Page 1 APRIL 2008 VOLUME 54 NUMBER 4 IETTAW (ISSN 0018-9448) PAPERS MIMO Communications T. Holliday, AJ Goldsmith, and HV Poor Joint Source and Channel Coding for MIMO Systems: Is it Better to be Robust or Quick? 1393 J. Jaldén and B. Ottersten The Diversity Order of the Semidefinite Relaxation Detector 1406 JH Sung and JR Barry Approaching the Zero-Outage Capacity of MIMO-OFDM Without Instantaneous Water-Filling 1423 Communications JH Cho Multiuser Constrained Water-Pouring for Continuous-Time Overloaded Gaussian Multiple-Access Channels 1437 R. Madan, D. Shah, and O. Lévêque Product Multicommodity Flow in Wireless Networks 1460 Shannon Theory AS Cohen and R. Zamir Entropy Amplification Property and the Loss for …",0,"MIMO Communications T. Holliday, AJ Goldsmith, and HV Poor
J Jaldén, B Ottersten, JH Sung, JR Barry, JH Cho…",{},,,,,,,,,
Revisiting stochastic loss networks: Structures and approximations,"Holly A Waisanen, Devavrat Shah, Munther A Dahleh",,,,,,"Previous research in the tradeoff between throughput and delay in wireless networks has focused on networks with fixed nodes or nodes with random mobility. In this paper, motivated to study fundamental limits of delay in a wireless network with maximal throughput, we examine delay scaling in networks in which the mobile nodes may control their own motion and schedule the pickup and delivery of messages so as to achieve maximal throughput while minimizing delay. We find that by letting nodes control their mobility, even with very minimal information, results in significant delay reduction.",0,"Control Reduces Delay in Mobile Wireless Networks with Maximal Throughput
HA Waisanen, D Shah, MA Dahleh
Related articles All 3 versions",{},,,,,,,,,
Interactions between learning and broadcasting in wireless recommendation systems,"Devavrat Shah, Pankaj Gupta",,,,,,"FOR TCAM S special type of fully associative memory: a ternary content-addressable memory (TCAM). Each cell in a TCAM can take three logic states: 0, 1, or don’t-care X. A CAM allows a fully parallel search of the forwarding table or a classifier database. The ternary capability lets the TCAM store wild cards and variable-length prefixes by storing don’t-cares. Lookups are performed in a TCAM by storing forwarding table entries in order of decreasing prefix lengths and choosing the first entry among all the entries that match the incoming packet’s destination address. Packet classification is carried out similarly by storing classifier rules in order of decreasing priority. The need to maintain a sorted list makes incremental updates slow in a TCAM. If N is the total number of prefixes to be stored in a TCAM having M entries, naive addition of a new entry can result in the need to moveO (N) TCAM entries to create the space …",0,"Fast Updating Algorithms
D Shah, P Gupta
Related articles",{},,,,,,,,,
Iterative collaborative filtering for sparse noisy tensor estimation,"Kyomin Jung, Devavrat Shah",,,,,,"We consider a class of three computationally hard problems: discrete optimization, membership in a convex hull and log partition function. We present randomized Polynomial Time Approximation Schemes (PTAS) for these problems when underlying constraint graph structure has low doubling dimension1. The key behind our PTAS for all three problems is a suitable randomized decomposition of metric space with low doubling dimension. We describe our algorithms in detail in the context of independent set constraints.",0,"PTAS for Three Problems in Low Doubling Dimensional Metric Spaces
K Jung, D Shah
Related articles",{},,,,,,,,,
Approximately Reversible Stochastic Processing Networks,"Lara Dolecek, Devavrat Shah",,,,,,"We address the question of understanding the effect of underlying graphical structure and opinion propagation on creating influence of individuals in a social network. As an important contribution of this paper, we propose a natural model for information propagation in a social network based on the classical information-theoretic (broadcasting) model. Under this model, an opinion originating at an agent is transmitted to its neighbors, and subsequently to their other neighbors in a recursive manner. The opinion may be sent intact or altered, depending upon the agent’s own disagreement with the received opinion, where the amount of disagreement is given by the probability of alteration. In this setting, an agent is influential if other agents reasonably far away collectively agree with the original opinion.
The main result of this paper is a crisp characterization of the existence of an influential agent in terms of the …",0,"Influence in a Society: Interplay Between Information Dynamics and Network Structure
L Dolecek, D Shah
Related articles",{},,,,,,,,,
mrsc: Multi-dimensional robust synthetic control,"Stephen Boyd Arpita Ghosh Salaji Prabhakar, Devavrat Shah",,,,,,"The relation of averaging time to the second largest eigenvalue naturally relates it to the mixing time of a random walk with transition probabilities that are derived from the gossip algorithm. We use this connection to study the performance of gossip algorithm on two popular networks: Wireless Sensor Networks, which are modeled as Geometric Random Graphs, and the Internet graph under the so-called Preferential Connectivity Model.",0,"Gossip Algorithms: Design, Analysis and Applications
SBAGS Prabhakar, D Shah
Related articles All 5 versions",{},,,,,,,,,
Zorro: A Model Agnostic System to Price Consumer Data,"Srikanth Jagabathula, Devavrat Shah",,Advances in Ranking,,,,"We consider the problem of exact recovery from partial information of a non-negative function defined on the space of permutations of n elements. As the main result, we derive sufficient conditions, not only in terms of structural properties, but also in terms of a bound on the sparsity, for functions that can be recovered. We also propose an algorithm for recovery and prove that it finds the function with the sparsest support. In addition, we show that l1 optimization, which is usually used as a surrogate to find the sparsest solution, fails to recover the function.",0,"Conditions for Recovery of Rankings from Partial Information
S Jagabathula, D Shah - Advances in Ranking
Related articles All 6 versions",{},16,,,,,,,,
Application of Fusion Technique and Support Vector Machine for Identifying Specific Vegetation Type,"Kyomin Jung, Devavrat Shah, Jinwoo Shin",,,,,,"We consider design of fast and robust iterative algorithm for distributed linear computation based on classical linear update method. The design of such an algorithm involves finding transition matrix P of a Markov chain on network graph G with fast mixing time and small size (number of non-zero entries in P). We present a novel method, which we call pseudo-lifting to construct such a desirable P starting from a given matrix Q (say, that obtained by Metropolis-Hastings rule). Under thus constructed P, the total distributed operations for linear computation is O ((| E|+ Dn) D), where D is the diameter of G, and n is the number of nodes. This construction works for any graph and does not utilize any structural graph properties. Next, we present a hierarchical construction that cleverly utilizes the geometry of the graph to obtain P with much smaller computation cost. Specifically, for graphs with doubling dimension ρ, it takes O",0,"Lifted Markov Chains for Fast Linear Computation
K Jung, D Shah, J Shin
Related articles",{},,,,,,,,,
Model agnostic highdimensional error-in-variable regression,"A Saraf, M Seneski, D Shah, Shao-I Chen, S Shimada, N Shnidman, D Shang, O Sinanoglu, A Spink, B Sprunt, AV Yakovlev, Zhang Xiaodong, Zhichun Zhu, Zhu Zhichun, J Zurlo",,,,,,"81 NOVEMBER–DECEMBER 2002 pp. 6-72. Hot Chips 13 Conference (special issue intro.). Kubiatowicz, J., et al., Mar.-Apr. 02, pp. 6-7. interconnect architecture for networking systems on chips. Karim, F., et al., Sept.-Oct. 02, pp. 36-45. polymorphous computing fabric. Wolinski, C., et al., Sept.-Oct. 02, pp. 56-68. time-triggered archit., consistent computing platform. Maier, R., et al., July-Aug. 02, pp. 36-45. unorthodox computer architectures (special issue). May-June 02, pp. 8-70. unorthodox computer architectures (special issue intro.). Grosspietsch, KE, May-June 02, pp. 8-9.",0,"Sangiovanni-Vincentelli, AL, see Carloni, LP, Sept.-
A Saraf, M Seneski, D Shah, SI Chen, S Shimada…",{},,,,,,,,,
Asynchronous approximation of a single component of the solution to a linear system,"Abbas El Gamal, James Mammen, Balaji Prabhakar, Devavrat Shah",,,,,,"Gupta and Kumar (2000) introduced a random network model to study how throughput scales in a fixed wireless network when nodes are fixed, and showed that when n distinct source-destination pairs are chosen at random the throughput per sourcedestination pair is Θ (1/√ n log n). Grossglauser and Tse (2001) showed that in the presence of mobility throughput per sourcedestination pair increases all the way to Θ (1). In this paper, we study the throughput region of fixed random networks, that is the set of all possible achievable rate-tuple λ=(λij) 1≤ i, j≤ n, where λij is the rate at which node i sends data to node j. We show that λ is achievable as long as net rate at which data sent from any node and net rate at which data is received at any node is O (1/√ n log n), that is∑ k λik and∑ k λki are O (1/√ n log n) for all i. To demonstrate achievability, we present a scheme based on idea of Valiant and Brenber (1982 …",0,"Throughput and Delay in Wireless Networks
A El Gamal, J Mammen, B Prabhakar, D Shah
Related articles",{},,,,,,,,,
Time Series Predict DB.,"TJ Richardson, R Urbanke, S Sanghavi, D Shah, AS Willsky, D Burshtein",,,,,,"Table of contents Page 1 NOVEMBER 2009 VOLUME 55 NUMBER 11 IETTAW (ISSN 0018-9448) PAPERS Belief Propagation C. Méasson, A. Montanari, TJ Richardson, and R. Urbanke The Generalized Area Theorem and Some of its Consequences 4793 S. Sanghavi, D. Shah, and AS Willsky Message Passing for Maximum Weight Independent Set 4822 Coding Theory and Techniques D. Burshtein Iterative Approximate Linear Programming Decoding of LDPC Codes With Linear Complexity 4835 B. Heijne and J. Top On the Minimal Distance of Binary Self-Dual Cyclic Codes 4860 N. Kashyap Constraint Complexity of Realizations of Linear Codes on Arbitrary Graphs 4864 Y. Kochman and R. Zamir Joint Wyner–Ziv/Dirty-Paper Coding by Modulo-Lattice Modulation 4878 M. Kuijper and P. Pinto On Minimality of Convolutional Ring Encoders 4890 I. Naydenova and T. Kløve Some Optimal Binary and Ternary t-EC-…",0,"Belief Propagation C. Méasson, A. Montanari
TJ Richardson, R Urbanke, S Sanghavi, D Shah…",{},,,,,,,,,
