Title,Authors,Publication date,Journal,Volume,Issue,Publisher,Description,Total citations,Scholar articles,Citation Count,Pages,Book,Conference,Source,Institution,Inventors,Patent office,Application number,Report number
An outpatient quality improvement program increased advance directive discussions that identified a health care proxy or surrogate decision maker,"S Singh, RD Reitz, MPB Musculus",2006,SAE SP,2011,,SOCIETY OF AUTOMOTIVE ENGINEERS INC.,,0,"2006-01-0055 Comparison of the Characteristic Time (CTC), Representative Interactive Flamelet (RIF), and Direct Integration with Detailed Chemistry Combustion Models against Optical Diagnostic Data for Multi-Mode Combustion in a Heavy-Duty DI Diesel Engine
S Singh, RD Reitz, MPB Musculus - SAE SP, 2006",{},1,,,,,,,,
Simultaneous quantification of flavonoids Homoeriodictyol and Persicogenin in the methanol extract of aerial parts of two different species of genus Rhus by validated HPTLC method,"LK Bose, SK Pradhan, S Singh, R Chandra, OH Singh",2006,Indian Journal of Plant Genetic Resources,19,1,Indian Society of Plant Genetic Resources,"The plant breeders have, historically, utilized the va'riability in land races for selection and improvement of crop plants. The variability and germplasm resources available for many cultivated species are becoming extremely limited. Enrichment of genetic resources is therefore extremely important. Utilization of wild species is one of the technique to broaden the available germplasm (Stalker, 1980; Sahu et al., 1994; Bose, 2005; Sen et al., 2005). Broadening ofgene pool ofrice through utilization of wild species of rice for enriching the useful traits in the improved background is to be tapped more and more as the wild species are the reservoir of resistance source for many diseases and insect pests. However, it is observed that there is a wide variation in the flowering time and anthesis of wild species of Oryza. For successful hybridization programme; we need to know the exact floweing and anthesis time ofthe wild …",0,"Flowering Behaviour of Wild Species of Oryza
LK Bose, SK Pradhan, S Singh, R Chandra, OH Singh - Indian Journal of Plant Genetic Resources, 2006
Related articles",{},130-131,,,,,,,,
New report of a sweet basil leaf blight caused by Cochliobolus lunatus in India,"H Kishan, SR Singh, BB Verma",2006,ACTA CIENCIA INDICA MATHEMATICS,32,3,PRAGATI PRAKASHAN MEERUT,,0,"An inventory model with logarithmic demand rate and one price break
H Kishan, SR Singh, BB Verma - ACTA CIENCIA INDICA MATHEMATICS, 2006",{},985,,,,,,,,
TJamSpotter: Real Time Android App for Road Traffic Management.,"SP Singh, BP Singh, UB Singh, B Singh",2006,Indian Journal of Poultry Science,41,3,Indian Poultry Science Association,"A 4 X 4 complete diallel cross involving four broiler namely Male Line SG (Line I), Male Line SF (Line 2), Coloured Synthetic Male Line ‘CSML’ (Line 3) and Coloured Synthetic Female Line ‘CSFL’ (Line 4) was made to produce sixteen genetic groups. Body weight at 3, 5 and 7 weeks of age were measured. Heterosis was significant at 7 weeks of age. The line 4 showed the highest genera] combing ability (GCA) at 7 weeks of age. which was significantly higher than the GCA effects of other lines. The estimates of specific combining ability (SCA) were positive for body weights for the cross 1 X 4 and 2 X 3 at all the ages. The results of this investigation revealed the importance of GCA for different body weight traits. Therefore, the specialized selection within four parental strains followed by crossbreeding may be advocated for commercial broiler production.",0,"Combining ability analysis for different body weight traits in broilers
SP Singh, BP Singh, UB Singh, B Singh - Indian Journal of Poultry Science, 2006
Related articles",{},297-300,,,,,,,,
A survey on research issues in wireless sensor networks,"R Singh, SK Singh",2006,Progressive horticulture,38,1,HILL HORTICULTURE DEVELOPMENT BOARD,,1,"Effect of Ga~ 3 and Potting media on germination of stratified grape seeds
R Singh, SK Singh - Progressive horticulture, 2006
Cited by 1 Related articles",{'2019': 1},81,,,,,,,,
Simulation of various adaptive techniques in wireless: A comprehensive view,"S Singh, AK Singh, HK Joshi",2006,PROGRESSIVE HORTICULTURE,38,2,HILL HORTICULTURE DEVELOPMENT BOARD,,1,"Effect of size grading on quality and shelf life of aonla (Emblica officinalis Gaertn.)
S Singh, AK Singh, HK Joshi - PROGRESSIVE HORTICULTURE, 2006
Cited by 1 Related articles",{'2011': 1},218,,,,,,,,
Perioperative Management in a Child with Familial Bilateral Pheochromocytoma,"SK Jain, S Singh",2006,ACTA CIENCIA INDICA MATHEMATICS,32,1,PRAGATI PRAKASHAN MEERUT,,0,"A symmetric mixed boundary value problem for an elastic layer moment applied to the annular rigid stamp
SK Jain, S Singh - ACTA CIENCIA INDICA MATHEMATICS, 2006",{},7,,,,,,,,
Two-phase flow instability and bifurcation analysis of inclined multiple uniformly heated channels-15107,"N Singh, S Singh, S Singh",2006,AGRICULTURAL SITUATION IN INDIA,62,11,GOVERNMENT OF INDIA PRESS,,0,"Impact Evaluation of Insecticide Resistance Management of Cotton Production Technology in Punjab
N Singh, S Singh, S Singh - AGRICULTURAL SITUATION IN INDIA, 2006",{},735,,,,,,,,
Iatrogenic Foreign Body during Extraction,"S Singh, S Kumar, DS Suryawanshi",2006,INDIAN JOURNAL OF ENTOMOLOGY,68,3,ENTOMOLOGICAL SOCIETY OF INDIA,,0,"Evaluation of different treatments for the management of safflower insect pests and diseases under rainfed conditions
S Singh, S Kumar, DS Suryawanshi - INDIAN JOURNAL OF ENTOMOLOGY, 2006",{},286,,,,,,,,
Enormous possibilities in big data: Trends and applications,"S Singh, RK Sharma",2006,Journal of Phytological Research,19,2,Phytological Society,"Members of family Asteraceae have characteristic capitulum type of inflorescence, which is single and terminal in position. Stem in the family is cylindrical. Few plants growing in the botanical garden of MSJ College, Bharatpur (India) have flat, ribbed and ribbon shaped stem bearing an abnormal inflorescence, which have five secondary capitula emerging from the main capitulum. Some plants were found to have two-three capitula on the same axis.",0,"Formation of abnormal capitulum in Gellardia [Gaillardia]-a teretological report.
S Singh, RK Sharma - Journal of Phytological Research, 2006",{},197-198,,,,,,,,
"Efficacy of entomopathogenic nematode (Heterorhabditis indica) in controlling phorid Fly, Megaselia sandhui in Agaricus bisporus","RC Verma, S Singh",2006,Oriental Journal of Chemistry,22,3,ORIENTAL SCIENCE PUBLISHING CO,,4,"Excess molar volume and deviation in viscosity of binary mixture of hexanol-1 with toluene and benzene at 303 K
RC Verma, S Singh - Oriental Journal of Chemistry, 2006
Cited by 4 Related articles",{},671,,,,,,,,
"Biology of phorid fly, Megaselia agarici on button mushroom Agaricus bisporus","SP Singh, Y Mohammadi, SK Kaushik",2006/1/1,,7,1,ASIAN JOURNAL OF CIVIL ENGINEERING (BUILDING AND HOUSING),"The paper presents a study on the fatigue strength of Steel Fibre Reinforced Concrete (SFRC) containing fibres of mixed aspect ratio. To obtain the fatigue lives of SFRC at various stress levels, beam specimens of size 500 mm× 100 mm× 100 mm were tested under four-point flexural fatigue loading. Static flexural tests were also carried out to determine the static flexural strength of SFRC prior to fatigue testing. The specimens incorporated 1.0% volume fraction of corrugated mixed steel fibres of size 0.6× 2.0× 25 mm and 0.6× 2.0× 50 mm in different proportions. All the fatigue tests were conducted on MTS servo-controlled test system where as all the static tests were conducted on a similar INSTRON machine. Fatigue life data obtained has been analysed in an attempt to determine the relationship among stress level S, number of cycles to failure N and probability of failure P f for SFRC. It was found that this relationship can be represented reasonably well graphically by a family of SNP f curves. The experimental coefficients of the fatigue equation have been obtained from the fatigue test data to represent the SNP f relationships analytically.",2,"Probability of fatigue failure of steel fibrous concrete containing mixed fibres
SP Singh, Y Mohammadi, SK Kaushik - 2006
Cited by 2 Related articles All 7 versions",{},1-12,,,,,,,,
Relationship of scrotal circumference and hormonal levels with semen quality in Murrah buffalo young bulls,"SP Singh, DS Sidhu, SK Kaushik",2006,JOURNAL-INSTITUTION OF ENGINEERS INDIA PART CV CIVIL ENGINEERING DIVISION,87,V,INSTITUTION OF ENGINEERS (INDIA),,0,"Corrosion Performance of Steel Embedded in Concrete with Calcium Chloride
SP Singh, DS Sidhu, SK Kaushik - JOURNAL-INSTITUTION OF ENGINEERS INDIA PART …, 2006",{},21,,,,,,,,
"Studies of neurosecretory cells of eyestalk, brain and thoracic ganglia of Metapenaeus dobsoni (Miers, 1878) in relation to ovarian maturation","SP Singh, S Patel",2006,Water and Energy Abstracts,16,1,Central Board of Irrigation and Power,,0,"Effect of Moulding Pressure on Strength of Fal-G Blocks
SP Singh, S Patel - Water and Energy Abstracts, 2006",{},,,,,,,,,
A comparative study to evaluate the efficacy and safety of single dose intravenous iron carboxymaltose vs multidose iron sucrose in postpartum cases of severe iron deficiency …,"B Esdaile, A Pillai, C Mehta, T Evans, N Soni, S Singh",2005/12/1,,60,,BMJ PUBLISHING GROUP,,0,"The impact of picture archiving and communication systems upon the review and reporting of chest radiographs on intensive care units in England and Wales
B Esdaile, A Pillai, C Mehta, T Evans, N Soni, S Singh - THORAX, 2005",{},II108-II108,,THORAX,,,,,,
Inter-Relationship among and between Sexual behaviour and Seminal Attributes of Young Sahiwal bulls,"VK Raina, AC Dhariwal, PK Ralhan, VC Tripathi, S Wattal, S Singh, S Lal",2005/12,The Journal of communicable diseases,37,4,,,0,"Bangalore slums free of filarial infection?
VK Raina, AC Dhariwal, PK Ralhan, VC Tripathi… - The Journal of communicable diseases, 2005
All 3 versions",{},327-328,,,,,,,,
Pant CMS-3A: An improved cytoplasmic male sterile line for efficient rice hybrid seed production,"Ningthoujam Gourakishwar Singh, Sanasam Ranbir Singh, Anjana K Mahanta",2005/11/27,,,,IEEE,"Complete set of itemsets can be grouped into non-overlapping clusters identified by closed tidsets. Each cluster has only one closed itemset and is the superset of all itemsets with the same support. Number of closed itemsets is identical to the number of clusters. Therefore, the problem of discovering closed itemsets can be considered as the problem of clustering the complete set of itemsets by closed tidsets. In this paper, we present CloseMiner, a new algorithm for discovering all frequent closed itemsets by grouping the complete set of itemsets into non-overlapping clusters identified by closed tidsets. An extensive experimental evaluation on a number of real and synthetic databases shows that CloseMiner outperforms Apriori and CHARM.",26,"CloseMiner: Discovering frequent closed itemsets using frequent closed tidsets
NG Singh, SR Singh, AK Mahanta - Fifth IEEE International Conference on Data Mining …, 2005
Cited by 26 Related articles All 3 versions",{},4 pp.,,Fifth IEEE International Conference on Data Mining (ICDM'05),,,,,,
Line Search Techniques by Fibonacci Search,"R Nandhagopal, SG Krishnamoorthy, B Vengamma, S Singh, SAA Latheef",2005/11/15,,238,,ELSEVIER,,1,"Circulating levels of nitric oxide in stroke
R Nandhagopal, SG Krishnamoorthy, B Vengamma… - JOURNAL OF THE NEUROLOGICAL SCIENCES, 2005
Cited by 1 Related articles",{'2014': 1},S433-S433,,JOURNAL OF THE NEUROLOGICAL SCIENCES,,,,,,
Effect of Bio-fertilizers and Inorganic Sources of NP on Quality and Yield of Kasuri Methi (Trigonella corniculata),"U Kanga, N Tandon, N Kumar, RK Marwaha, R Khanna, B Bhattacharya, SK Kumar, S Singh, NK Mehra",2005/11/1,,66,5,"WILEY-BLACKWELL PUBLISHING, INC",,0,"Immunogenetic association and thyroid autoantibodies in juvenile autoimmune thyroiditis
U Kanga, N Tandon, N Kumar, RK Marwaha, R Khanna… - TISSUE ANTIGENS, 2005",{},459-459,,TISSUE ANTIGENS,,,,,,
An approach for grammatical constructs of Sanskrit language using morpheme and parts-of-speech tagging by Sanskrit corpus,"DK Garg, MD Jeswani, SP Singh",2005/7/1,,,,,"Scented rice, which is mostly cultivated in the north Indian states of Haryana, Punjab, Uttaranchal and Uttar Pradesh, fetches a high price in domestic and export markets. The yellow stem borer (Sciropophaga incertulas), leaf folder (Cnaphalocrocis medinalis), white back plant hopper (Sogatella furcifera), some occasional pests and a few diseases are the main constraints in achieving the potential yield levels of scented rice cultivars. Farmers use pesticides to get rid of pest problems with meagre knowledge of proper time of application, quantity etc. and as a result they do not get desired control levels. Moreover, excessive use of insecticides often results in reduction of biodiversity of natural enemies, outbreaks of secondary pests and pesticides induced resurgence. The environmental pollution and residues in grains are the other hazards experienced with the indiscriminate use of pesticides. The holistic integrated pest management (IPM) strategy was developed and validated by the National Centre for IPM on some small farms during 1996-1999. This paper reports on the area-wide IPM implemented in two villages of Uttar Pradesh and Haryana states in a farmers' participatory mode during the years 2000 to 2003. Initially, a village namely Shikohpur in Uttar Pradesh was selected, which had a history of excessive and indiscriminate use of pesticides in which the cultivar Pusa Basmati 1 is popularly grown. The area under IPM was 300 ha during 2000, and 400 ha during 2001 and 2002. Another village i.e. Chhajpur in the state of Haryana was selected for IPM implementation during the crop season of 2002 (28 ha) and 2003 (80 ha) in another …",0,"Area-wide implementation of integrated pest management in some scented rice-growing tracts of India
DK Garg, MD Jeswani, SP Singh - 2005
All 8 versions",{},,,,,,,,,
